Name                                         Stars  OpenIssues  Updated                      Description
davidgranstrom/nvim-markdown-preview         100    10          2022-05-21T09:13:17Z         Markdown preview for neovim using pandoc and live-server
Wansmer/sibling-swap.nvim                    100    0           2023-04-06T14:34:39Z         Neovim plugin for swaps closest siblings with Tree-Sitter
chomosuke/term-edit.nvim                     100    7           2023-05-28T08:24:16Z         Allowing you to edit your command in the terminal just like any other buffers.                                                                                                                                                     
krady21/compiler-explorer.nvim               99     1           2023-05-29T15:04:12Z         Run compilers and inspect assembly directly from Neovim with the help of https://godbolt.org
crusj/bookmarks.nvim                         99     2           2023-07-13T06:50:47Z         Remember file locations and sort by time and frequency and support telescope.                                                                                                                                                      
p00f/cphelper.nvim                           98     2           2023-06-01T16:43:12Z         Neovim helper for competitive programming. Use https://sr.ht/~p00f/cphelper.nvim instead
Weissle/persistent-breakpoints.nvim          98     3           2023-05-28T14:57:22Z         Neovim plugin for persistent breakpoints.                                                                                                                                                                                          
Xuyuanp/yanil                                97     5           2022-03-28T14:05:01Z         Yet Another Nerdtree In Lua
tjdevries/vlog.nvim                          97     3           2020-08-04T16:30:44Z         Single file, no dependency, easy copy & paste log file to add to your neovim lua plugins
linty-org/readline.nvim                      96     3           2022-08-13T12:38:02Z         Readline motions and deletions in Neovim
cpea2506/one_monokai.nvim                    95     1           2023-07-05T09:58:47Z         One Monokai for Neovim
Th3Whit3Wolf/onebuddy                        95     4           2021-04-01T06:19:37Z         Light and dark atom one theme
andrewferrier/textobj-diagnostic.nvim        94     2           2022-12-31T21:13:54Z         NeoVim text object that finds diagnostics
NFrid/due.nvim                               94     0           2023-01-25T11:55:27Z         Neovim plugin for displaying due dates
rafcamlet/tabline-framework.nvim             93     4           2023-03-10T14:09:44Z         User-friendly framework for building your dream tabline in a few lines of code.                                                                                                                                                    
Pocco81/AbbrevMan.nvim                       93     1           2023-05-15T17:33:31Z         🍍 A NeoVim plugin for managing vim abbreviations.                                                                                                                                                                                  
maxmx03/FluoroMachine.nvim                   92     0           2023-06-28T13:57:26Z         Synthwave x Fluoromachine port for Neovim
s1n7ax/nvim-comment-frame                    91     2           2022-10-11T04:37:44Z         Detects the language using treesitter and adds a comment block
Chaitanyabsprip/present.nvim                 90     0           2022-04-15T06:37:20Z         Presentation plugin for neovim written in lua
axkirillov/hbac.nvim                         89     1           2023-07-03T10:38:07Z         Heuristic buffer auto-close
mcauley-penney/tidy.nvim                     89     2           2023-06-17T15:53:31Z         A small Neovim plugin to remove trailing whitespace and empty lines at end of file on every save
TheBlob42/drex.nvim                          89     0           2023-07-05T20:21:48Z         Another directory/file explorer for Neovim written in Lua
nyngwang/murmur.lua                          89     5           2023-03-05T04:12:40Z         super-fast cursor word highlighting with callbacks(I call them murmurs) included.                                                                                                                                                  
amrbashir/nvim-docs-view                     88     0           2023-02-13T14:30:20Z         A neovim plugin to display lsp hover documentation in a side panel.                                                                                                                                                                
kvrohit/rasmus.nvim                          88     4           2022-10-10T05:39:41Z         A color scheme for Neovim
alexaandru/nvim-lspupdate                    88     1           2021-12-21T09:46:40Z         Updates installed LSP servers, automatically
jinzhongjia/LspUI.nvim                       88     0           2023-07-13T02:15:42Z         A modern and useful UI plugin that wraps lsp operations.                                                                                                                                                                           
nvoid-lua/nvoid                              88     0           2023-07-05T18:56:18Z         nvim with lua is cool
anott03/nvim-lspinstall                      88     3           2021-07-23T14:39:49Z
notomo/cmdbuf.nvim                           87     0           2023-06-17T13:19:53Z         Alternative command-line window plugin for neovim
sitiom/nvim-numbertoggle                     87     2           2023-05-02T09:29:39Z         Neovim plugin to automatically toggle between relative and absolute line numbers. Written in Lua.                                                                                                                                  
udayvir-singh/hibiscus.nvim                  87     0           2023-06-30T11:48:59Z         :hibiscus: Flavored Fennel Macros for Neovim
Vonr/align.nvim                              87     6           2022-11-14T00:56:01Z         A minimal plugin for NeoVim for aligning lines
chrisgrieser/nvim-early-retirement           86     1           2023-05-01T18:40:43Z         Send buffers into early retirement by automatically closing them after x minutes of inactivity.                                                                                                                                    
windwp/nvim-projectconfig                    86     2           2021-11-10T05:52:22Z         neovim projectconfig
ray-x/web-tools.nvim                         86     0           2023-02-14T04:45:49Z         Neovim plugin for web developers
chiyadev/dep                                 84     7           2022-12-20T14:45:00Z         Correct neovim package manager
pwntester/codeql.nvim                        84     0           2023-06-13T11:23:24Z         CodeQL plugin for Neovim
lourenci/github-colors                       82     1           2023-07-07T03:59:54Z         Yet another GitHub colorscheme
shellRaining/hlchunk.nvim                    80     4           2023-07-08T03:48:02Z         This is the lua implementation of nvim-hlchunk, you can use this neovim plugin to highlight your indent line and the current chunk (context) your cursor stayed
seandewar/nvimesweeper                       79     0           2023-02-27T21:21:37Z         Play Minesweeper in your favourite text editor (Neovim 0.7+)                                                                                                                                                                       
LhKipp/nvim-nu                               79     0           2023-03-07T18:41:42Z         Basic editor support for the nushell language
willothy/veil.nvim                           79     5           2023-04-01T21:32:04Z         A blazingly fast, animated, and infinitely customizeable startup / dashboard plugin
anuvyklack/fold-preview.nvim                 79     1           2023-01-27T16:58:40Z         Preview folds in float window
Pakrohk-DotFiles/NvPak                       79     5           2023-07-08T18:52:17Z         A clean config for neovim to be of particular complexity
metalelf0/jellybeans-nvim                    78     1           2022-03-21T11:51:52Z         A port of jellybeans colorscheme for neovim
Badhi/nvim-treesitter-cpp-tools              78     4           2023-03-21T03:25:44Z         C++ Helper Snippets Using Treesitter
AckslD/messages.nvim                         78     0           2022-10-24T14:04:12Z         Capture and show any messages in a customisable (floating) buffer
rockyzhang24/arctic.nvim                     78     1           2023-04-26T04:29:33Z         Neovim color schemes ported from VSCode Dark+ and Dark Modern with Treesitter and semantic token highlighting
m00qek/plugin-template.nvim                  77     0           2022-06-10T22:54:35Z         A template to create Neovim plugins written in Lua
kaiuri/nvim-juliana                          77     2           2023-05-30T17:32:25Z         Port of Sublime's Mariana Theme to Neovim for short attention span devs.                                                                                                                                                           
otavioschwanck/telescope-alternate.nvim      77     4           2023-07-10T00:41:21Z         Alternate between common files using pre-defined regexp.  Just map the patterns and starting navigating between files that are related.                                                                                            
koenverburg/peepsight.nvim                   76     0           2022-12-22T09:18:27Z         Focus on one function at a time
gbprod/nord.nvim                             76     3           2023-06-28T08:34:15Z          An arctic, north-bluish clean and elegant Neovim theme.                                                                                                                                                                           
keaising/im-select.nvim                      76     0           2023-06-29T10:34:52Z         Switch Input Method automatically depends on Neovim's edit mode
rktjmp/highlight-current-n.nvim              75     0           2023-06-26T04:30:10Z         Highlights the current /, ? or * match under your cursor when pressing n or N and gets out of the way afterwards.                                                                                                                  
cappyzawa/trim.nvim                          75     0           2023-03-22T15:40:12Z         This plugin trims trailing whitespace and lines.                                                                                                                                                                                   
chrsm/impulse.nvim                           75     3           2022-06-26T04:44:17Z         notion.so client for neovim
rktjmp/paperplanes.nvim                      74     1           2022-09-29T16:11:12Z         Neovim :airplane: Pastebins
utilyre/sentiment.nvim                       74     4           2023-05-26T13:56:40Z         Enhanced matchparen.vim plugin for Neovim
jghauser/kitty-runner.nvim                   73     7           2022-09-07T15:40:44Z         A neovim plugin allowing you to easily send lines from the current buffer to another kitty terminal
0styx0/abbreinder.nvim                       73     0           2022-04-28T00:23:10Z         Abbreviation reminder plugin for Neovim 0.5+                                                                                                                                                                                       
dasupradyumna/midnight.nvim                  70     1           2023-06-25T13:20:45Z         :crescent_moon:  A modern black neovim theme written in Lua, with comfortable color contrast for a pleasant visual experience, with LSP and treesitter support
liangxianzhe/nap.nvim                        70     0           2023-06-30T22:56:54Z         Quickly move between next and previous NeoVim buffer, tab, file, quickfix, diagnostic, etc.                                                                                                                                        
nyngwang/NeoRoot.lua                         69     3           2023-02-08T22:33:10Z         Yet another light-weight rooter written in Lua
nanotee/luv-vimdocs                          69     0           2023-02-08T18:55:40Z
ldelossa/vimdark                             69     0           2022-03-20T12:27:28Z         A dark theme for vim based on vim-monotonic and chrome's dark reader
linrongbin16/lsp-progress.nvim               68     0           2023-06-30T01:28:36Z         A performant lsp progress status for Neovim.                                                                                                                                                                                       
willothy/moveline.nvim                       68     3           2023-07-06T20:56:54Z         Neovim plugin for moving lines up and down, written in Rust
lalitmee/cobalt2.nvim                        68     1           2023-06-26T07:08:22Z         cobalt2 theme for neovim in Lua using colorbuddy
norcalli/nvim-base16.lua                     68     2           2019-10-16T15:26:20Z         Programmatic lua library for setting base16 themes in Neovim.                                                                                                                                                                      
m-demare/attempt.nvim                        66     0           2023-07-05T19:53:00Z         Manage temporary buffers
Nexmean/caskey.nvim                          66     5           2023-01-06T09:32:45Z         Declarative keymappings configuration using cascading trees
kelly-lin/ranger.nvim                        66     3           2023-06-10T05:50:21Z         Ranger plugin for neovim
Shatur/neovim-tasks                          66     2           2023-03-29T18:33:55Z         A statefull task manager focused on integration with build systems.                                                                                                                                                                
neanias/everforest-nvim                      66     2           2023-07-06T10:06:55Z         A Lua port of the Everforest colour scheme
adelarsq/image_preview.nvim                  66     1           2023-06-09T17:33:04Z         Image Preview for Neovim 🖼                                                                                                                                                                                                         
m00qek/baleia.nvim                           65     3           2023-04-18T08:27:30Z         Integration  Colorize text with ANSI escape sequences (8, 16, 256 or TrueColor)                                                                                                                                                    
yonlu/omni.vim                               65     2           2022-06-17T16:47:50Z         🎨 Omni color scheme for Neovim.                                                                                                                                                                                                    
gbprod/stay-in-place.nvim                    65     1           2023-01-20T14:23:38Z         Neovim plugin that prevent cursor from moving when using shift and filter actions.                                                                                                                                                 
bennypowers/splitjoin.nvim                   65     2           2023-05-10T12:17:44Z         🪓🧷 Split or join list-like syntax constructs
ofirgall/ofirkai.nvim                        64     11          2023-07-05T08:37:56Z         Color scheme for neovim, based on SublimeText 4 monokai
doctorfree/nvim-lazyman                      64     1           2023-07-13T00:10:46Z         Neovim configuration manager and Lazy/Lua/Mason based Neovim config. Manage multiple Neovim configurations with the lazyman command.                                                                                               
theniceboy/nvim-deus                         63     1           2023-05-26T18:58:16Z         vim-deus with treesitter support
shaeinst/roshnivim-cs                        62     3           2023-05-24T17:46:11Z         Colorscheme for (neo)vim written in lua, specially made for roshnivim with Tree-sitter support.                                                                                                                                    
gennaro-tedesco/boilit                       62     0           2022-11-22T08:42:22Z         create boilerplate structure for neovim plugins
otavioschwanck/mood-nvim                     62     0           2023-07-12T23:03:20Z         A Neovim configuration for Rails and Javascript
zdcthomas/yop.nvim                           61     1           2023-05-29T03:23:25Z         make you some user operators for great good
Wansmer/langmapper.nvim                      61     1           2023-05-01T12:54:35Z         A plugin that makes Neovim more friendly to non-English input methods 🤝                                                                                                                                                            
nyngwang/nvimgelion                          61     1           2023-06-21T19:18:55Z         Evangelion but for Vimmers
TimUntersberger/neofs                        61     4           2022-08-10T21:59:35Z         A file manager for neovim
smzm/hydrovim                                60     3           2023-05-07T06:42:16Z         ➡️ Run python code inside Neovim
h-hg/fcitx.nvim                              60     2           2022-06-25T01:01:43Z         A Neovim plugin writing in Lua to switch and restore fcitx state for each buffer.                                                                                                                                                  
ecthelionvi/NeoColumn.nvim                   59     0           2023-05-04T15:39:04Z         Neovim plugin that highlights individual characters with a toggleable ColorColumn.                                                                                                                                                 
topaxi/gh-actions.nvim                       59     0           2023-05-16T07:15:06Z         See status of workflows and dispatch runs directly in neovim
lmburns/kimbox                               59     1           2023-07-11T01:24:13Z         Kimbie Dark Neovim colorscheme
antonk52/markdowny.nvim                      57     1           2023-02-18T13:05:35Z         Markdown like keymaps for toggling text formatting
phha/zenburn.nvim                            57     1           2022-11-23T17:37:29Z         Zenburn for the modern age
tenxsoydev/karen-yank.nvim                   56     0           2023-03-01T19:57:38Z         Neovim Lua plugin to improve register handling with delete, cut and yank mappings.                                                                                                                                                 
vi-tality/neovitality                        56     5           2023-03-09T16:19:42Z
google/executor.nvim                         56     5           2023-07-12T05:45:30Z
jghauser/fold-cycle.nvim                     56     0           2023-04-22T12:20:04Z         This neovim plugin allows you to cycle folds open or closed
Iron-E/nvim-cartographer                     56     0           2023-06-19T14:56:47Z         Create Neovim `:map`pings in Lua with ease!                                                                                                                                                                                        
lkhphuc/jupyter-kernel.nvim                  56     3           2023-03-25T17:40:54Z         Get (IPython) Jupyter kernel completion suggestions and object inspection into Neovim.                                                                                                                                             
jlesquembre/nterm.nvim                       56     1           2022-05-10T17:02:20Z         neovim plugin to interact with the terminal
xiyaowong/virtcolumn.nvim                    55     0           2022-08-13T01:34:00Z         Display a line as the colorcolumn
seandewar/killersheep.nvim                   54     1           2022-05-11T10:39:40Z         Neovim port of killersheep (with blood!)                                                                                                                                                                                           
Kasama/nvim-custom-diagnostic-highlight      53     0           2023-05-09T21:08:15Z         Simple plugin to add Highlights based on diagnostics
MunifTanjim/exrc.nvim                        53     0           2022-12-28T07:55:23Z         Secure Project Local Config for Neovim
lewpoly/sherbet.nvim                         53     1           2022-12-17T16:15:42Z         Neovim colorscheme written in Lua.                                                                                                                                                                                                 
mhanberg/output-panel.nvim                   53     1           2023-07-09T17:33:53Z         A panel to view the logs from your LSP servers.                                                                                                                                                                                    
anuvyklack/keymap-amend.nvim                 52     2           2022-09-22T13:56:59Z         Amend the existing keymap in Neovim
antonk52/bad-practices.nvim                  52     1           2021-10-31T21:22:38Z         A plugin to help give up bad practices in vim.                                                                                                                                                                                     
Dhanus3133/Leetbuddy.nvim                    52     2           2023-07-04T11:00:07Z         Solve Leetcode problems within Neovim 🔥                                                                                                                                                                                            
jonathandion/web-dev.nvim                    51     1           2023-03-08T21:10:51Z         Small Neovim configuration written in Lua that is specifically designed for web development.                                                                                                                                       
nyngwang/NeoTerm.lua                         51     4           2023-06-22T05:06:50Z         You can attach a terminal-buffer for each buffer.                                                                                                                                                                                  
kdheepak/monochrome.nvim                     51     0           2021-07-14T19:12:46Z         A monochrome colorscheme for neovim
madskjeldgaard/reaper-nvim                   50     2           2021-01-29T09:14:12Z         Reaper plugin for neovim. Remote control your daw with almost 4000 actions without leaving your favourite text editor.                                                                                                             
declancm/windex.nvim                         49     2           2022-07-12T23:26:16Z         🧼 Clean window maximizing, terminal toggling, window/tmux pane movements and more!                                                                                                                                                 
milanglacier/yarepl.nvim                     49     1           2023-06-18T20:30:18Z         Yet Another REPL, flexible, supporting multiple paradigms to interact with REPLs, project-level configs, working with tmux, telescope integration, and native dot repeat.                                                          
crispgm/nvim-tabline                         49     1           2023-05-10T03:35:05Z         nvim port of tabline.vim with Lua
otavioschwanck/tmux-awesome-manager.nvim     49     1           2023-04-04T12:33:04Z         TMUX Commands manager / runner for Neovim.                                                                                                                                                                                         
jim-fx/sudoku.nvim                           47     1           2023-03-19T17:01:00Z
askfiy/nvim-picgo                            47     0           2022-12-05T03:29:21Z         🥳🥳 A neovim plugin based on picgo-core, written in Lua. 🌲 Allows you to add pictures to various picture beds at any time, and they can be accessed from any corner of the Internet. 🎆                                              
s1n7ax/nvim-search-and-replace               47     1           2022-09-06T10:22:37Z         Really simple plugin to search and replace multiple files
NTBBloodbath/nvenv                           46     1           2021-07-03T12:32:54Z         A lightweight and blazing fast Neovim version manager.                                                                                                                                                                             
RutaTang/quicknote.nvim                      46     1           2023-07-05T06:00:24Z         Quickly take notes, in-place
ranjithshegde/ccls.nvim                      46     1           2022-11-08T12:06:35Z         Neovim plugin for ccls language server. Leverages off-spec extensions to  LSP client with AST browser
nyngwang/suave.lua                           46     8           2023-05-11T15:23:31Z         Multi-tabs project session automation
jakewvincent/texmagic.nvim                   44     1           2022-05-15T15:43:39Z
justinhj/battery.nvim                        43     5           2023-04-27T03:12:46Z         Neovim plugin to detect and view battery information
gaborvecsei/memento.nvim                     43     0           2022-03-18T12:05:34Z         A NeoVim plugin which remembers where you've been
alanfortlink/blackjack.nvim                  43     0           2023-03-27T21:12:05Z         Classic Black Jack game in Neovim
LoricAndre/OneTerm.nvim                      42     3           2022-03-14T13:08:56Z         One terminal plugin to rule them all ! (eventually)                                                                                                                                                                                
yaocccc/nvim-hlchunk                         41     0           2023-03-09T16:10:59Z         hignlight chunk numbercolumn plug of nvim
desdic/agrolens.nvim                         41     0           2023-05-17T10:01:43Z         Telescope extentions to view pre-defined/custom treesitter queries
tomasky/bookmarks.nvim                       41     2           2023-07-06T02:38:03Z         A Bookmarks Plugin With Global File Store  For Neovim Written In Lua.                                                                                                                                                              
nvimdev/indentmini.nvim                      40     1           2023-07-09T03:29:57Z         A minimal and blazing fast indentline plugin
TobinPalmer/rayso.nvim                       40     1           2023-07-05T15:26:44Z         A simple neovim plugin that enables you to instantly create snippets on ray.so
ofirgall/open.nvim                           40     2           2023-07-06T08:36:08Z         Open the current word with custom openers, GitHub shorthands for example.                                                                                                                                                          
lcheylus/overlength.nvim                     40     1           2022-08-10T22:48:38Z         A small Neovim plugin to highlight too long lines
gennaro-tedesco/nvim-commaround              40     0           2023-01-06T23:16:04Z         nvim plugin to toggle comments on and off
dharmx/nvim-colo                             38     0           2023-05-04T17:09:06Z         Theming utlilities for neovim. This is very experimental at the moment.                                                                                                                                                            
nxvu699134/vn-night.nvim                     38     1           2022-06-04T08:56:16Z
Abstract-IDE/penvim                          37     1           2022-07-23T09:15:24Z         Project's root directory and documents Indentation detector with project based config loader
pluffie/neoproj                              37     0           2023-05-02T12:45:11Z         🔥 Small yet powerful project manager for Neovim
shaeinst/penvim                              37     1           2022-07-23T09:15:24Z         Project's root directory and documents Indentation detector with project based config loader
bkegley/gloombuddy                           37     0           2021-04-16T21:59:32Z         Gloom inspired theme for neovim
clojure-vim/jazz.nvim                        36     4           2019-04-30T08:00:37Z         Acid + Impromptu = Jazz
chrisgrieser/nvim-alt-substitute             36     0           2023-05-29T12:15:44Z         A substitute of vim's :substitute that uses lua patterns instead of vim regex. Supports incremental preview.                                                                                                                       
AckslD/nvim-gfold.lua                        35     0           2022-10-19T12:26:13Z         nvim plugin using gfold to switch repo and have statusline component
Th3Whit3Wolf/space-nvim                      35     2           2021-07-08T05:54:11Z
zaldih/themery.nvim                          35     0           2023-06-22T11:38:24Z         🎨 Convenient plugin to switch between themes installed in neovim through a menu.                                                                                                                                                   
edolphin-ydf/goimpl.nvim                     34     1           2023-07-11T11:49:25Z         Generate stub for interface on a type
Weissle/easy-action                          33     0           2022-11-13T03:07:03Z         A Neovim plugin allows you to perform an action on where you can see.                                                                                                                                                              
adisen99/apprentice.nvim                     33     0           2022-08-17T02:42:47Z         Apprentice color scheme for Neovim written in Lua
gbprod/phpactor.nvim                         33     6           2023-02-28T08:52:10Z         Lua version of the Phpactor vim plugin to take advantage of the latest Neovim features
AllenDang/nvim-expand-expr                   33     0           2021-08-14T10:21:15Z         Expand and repeat expression to multiple lines for neovim.                                                                                                                                                                         
adisen99/codeschool.nvim                     33     1           2022-08-17T02:35:35Z         Codeschool colorscheme for neovim written in lua with treesitter and built-in lsp support
dinhhuy258/sfm.nvim                          33     2           2023-05-25T03:22:28Z         The simple directory tree viewer for Neovim written in Lua
yaocccc/nvim-lines.lua                       32     0           2023-04-06T04:33:16Z         a neovim statusline & tabline plug
xiyaowong/link-visitor.nvim                  32     0           2023-03-19T05:19:34Z         Let me help you open the links!                                                                                                                                                                                                    
emileferreira/nvim-strict                    32     0           2023-03-16T10:19:02Z         Strict, native code style formatting plugin for Neovim. Expose deep nesting, overlong lines, trailing whitespace, trailing empty lines, todos and inconsistent indentation.                                                        
numToStr/BufOnly.nvim                        32     0           2021-07-05T05:29:30Z         Lua/Neovim port of BufOnly.vim with some changes
imbacraft/dusk.nvim                          31     0           2023-07-01T11:57:53Z         Dusk is a blazing fast Lua config suited for Full Stack Java development.                                                                                                                                                          
saifulapm/chartoggle.nvim                    31     1           2022-07-21T07:37:27Z         Toggle character in Neovim
kiran94/s3edit.nvim                          31     0           2023-05-28T16:18:27Z         Edit files from S3 directly from Neovim
rafaelsq/nvim-goc.lua                        31     4           2022-09-15T12:01:54Z         Go Coverage for Neovim
XXiaoA/ns-textobject.nvim                    30     3           2023-05-26T12:41:31Z         Awesome textobject plugin works with nvim-surround
figsoda/nix-develop.nvim                     30     0           2023-06-14T19:12:09Z         Run `nix develop` without restarting neovim
tokiory/neovim-boilerplate                   30     0           2023-06-23T06:24:00Z         Modern Neovim Boilerplate ✨                                                                                                                                                                                                        
cpea2506/relative-toggle.nvim                30     0           2023-03-25T17:49:35Z         Toggles smoothly between number and relative number, supports various number combinations
Olical/nfnl                                  30     1           2023-07-13T10:35:35Z         Enhance your Neovim with Fennel
anuvyklack/animation.nvim                    30     0           2022-09-18T10:57:26Z         Create animations in Neovim
nanotee/nvim-lsp-basics                      29     1           2022-05-08T12:48:18Z         Basic wrappers for LSP features
konapun/vacuumline.nvim                      29     1           2022-03-13T18:44:48Z         A prebuilt configuration for galaxyline inspired by airline
pianocomposer321/consolation.nvim            29     1           2021-09-01T22:10:52Z         A general-purpose terminal wrapper and management plugin for neovim, written in lua
yaocccc/nvim-foldsign                        28     0           2023-02-22T08:45:29Z         Display folding info on sign column
jim-at-jibba/ariake-vim-colors               28     0           2021-02-23T19:56:06Z
johann2357/nvim-smartbufs                    28     0           2021-06-14T04:59:37Z         Smart buffer management in neovim
jghauser/auto-pandoc.nvim                    26     0           2022-09-05T10:56:09Z         A neovim plugin leveraging pandoc to help you convert your markdown files. It takes pandoc options from yaml blocks.                                                                                                               
crusj/structrue-go.nvim                      26     0           2022-09-29T05:18:29Z         A better structured display of golang symbols information
rktjmp/shenzhen-solitaire.nvim               26     3           2023-03-04T08:27:22Z         Shenzhen I/O Solitaire, now in Neovim
nvim-neorocks/luarocks-tag-release           26     14          2023-07-05T23:14:01Z         GitHub workflow for automatically generating Luarocks releases from tags
nkakouros-original/numbers.nvim              25     0           2022-09-19T23:23:42Z         Toggles relativenumbers when not needed
brendalf/mix.nvim                            25     0           2022-08-22T11:53:25Z         A Mix Wrapper for Neovim
nyngwang/NeoNoName.lua                       25     2           2023-06-01T12:45:49Z         Layout preserving buffer deletion.                                                                                                                                                                                                 
slugbyte/unruly-worker                       24     1           2022-03-22T22:20:29Z         A ridiculously fun alternative nvim keymap for the workman keyboard layout
frans-johansson/lazy-nvim-starter            23     1           2023-03-05T21:45:26Z         A somewhat minimal but structured jumping-off point for Neovim with Lazy.nvim
jbyuki/carrot.nvim                           23     0           2023-04-25T19:04:19Z         Evaluate Neovim Lua inside Markdown
2nthony/vitesse.nvim                         23     0           2023-07-12T02:09:04Z         Vitesse theme for neovim in Lua using colorbuddy
MarcHamamji/runner.nvim                      23     2           2023-07-06T13:24:14Z         A customizable Neovim plugin to run code inside the editor
titanzero/zephyrium                          22     0           2022-02-20T14:59:49Z         A dark color scheme for Vim, based on Zephyr, written in Lua
ofirgall/goto-breakpoints.nvim               22     0           2023-03-14T09:51:34Z         Cycle between breakpoints with keymappings for nvim-dap
strash/everybody-wants-that-line.nvim        22     0           2023-03-02T17:38:21Z         Minimalistic, informative and elegant statusline for neovim.                                                                                                                                                                       
PHSix/nvim-hybrid                            22     0           2022-01-22T08:56:56Z         A neovim colorscheme write in lua.                                                                                                                                                                                                 
ostralyan/scribe.nvim                        21     0           2023-02-02T01:48:52Z         An easy note taking plugin
tomiis4/BufferTabs.nvim                      20     0           2023-07-12T19:17:42Z         A simple, fancy tabline for Neovim.                                                                                                                                                                                                
sekke276/dark_flat.nvim                      20     0           2023-06-23T14:57:58Z
desdic/greyjoy.nvim                          19     1           2023-03-31T19:17:40Z         Launcher for Neovim
tenxsoydev/nx.nvim                           19     4           2023-04-13T12:44:30Z         Neovim API utility wrapper for more convenience with Lua keymaps, highlights, autocommands and options.                                                                                                                            
linrongbin16/lin.nvim                        18     1           2023-07-13T06:05:05Z         Lin Rongbin's Neovim Distribution
crusj/hierarchy-tree-go.nvim                 18     0           2022-12-01T02:57:45Z         Golang Hierarchy tree views.                                                                                                                                                                                                       
yaocccc/nvim-hl-mdcodeblock.lua              17     0           2023-04-29T10:44:49Z         a nvim plugin for hignlight markdown codeblock.                                                                                                                                                                                    
kiran94/edit-markdown-table.nvim             17     0           2023-05-28T16:23:20Z         Edit Markdown Tables from Neovim using Treesitter
Mr-LLLLL/interestingwords.nvim               17     0           2023-06-01T01:58:46Z         ☀️ A vim plugin for highlighting and navigating through different words in a buffer.                                                                                                                                               
gaborvecsei/cryptoprice.nvim                 17     0           2022-03-18T12:08:35Z         NeoVim plugin with which you can check the price of your favourite cryptos
RishabhRD/gruvy                              16     0           2022-01-09T08:34:55Z         Gruvbuddy port independent of colorbuddy
Wansmer/binary-swap.nvim                     16     0           2023-03-24T16:50:26Z         Neovim plugin for swapping operands and operators in binary expressions
OscarCreator/rsync.nvim                      16     14          2023-07-13T11:46:18Z         neovim plugin which synchronises project with rsync on save.                                                                                                                                                                       
RutaTang/compter.nvim                        16     1           2023-06-01T13:45:09Z         Power and extend the ability of <C-a> and <C-x> with customized patterns.                                                                                                                                                          
Massolari/forem.nvim                         16     2           2022-08-04T19:42:14Z         Neovim plugin to read, write and post articles on Forem platforms like dev.to
danielpieper/telescope-tmuxinator.nvim       16     0           2021-08-19T16:59:47Z         Integration for tmuxinator with telescope.nvim.                                                                                                                                                                                    
desdic/telescope-rooter.nvim                 16     0           2022-11-26T12:26:10Z         Change directory to project folder when using telescope and restore afterwards
xero/miasma.nvim                             16     0           2023-07-02T06:11:53Z         a fog descends upon your editor ☁  dark color scheme inspired by the woods for vim and neovim
tmillr/sos.nvim                              15     13          2023-05-21T01:44:55Z         Never manually save/write a buffer again!                                                                                                                                                                                          
nyngwang/NeoWell.lua                         14     3           2023-05-11T19:02:26Z         Well... I will fix this line later
sQVe/bufignore.nvim                          14     0           2023-05-23T15:17:26Z         Unlist hidden buffers matching specified ignore sources.                                                                                                                                                                           
NFrid/markdown-togglecheck                   14     1           2023-04-24T14:25:24Z         Simple neovim plugin to toggle checkboxes in markdown
linrongbin16/gitlinker.nvim                  13     0           2023-07-12T03:20:44Z         A fork of ruifm's gitlinker, refactored with pattern based rule engine, windows support and other enhancements.                                                                                                                    
chrsm/paramount-ng.nvim                      13     0           2022-06-18T21:07:20Z         neovim-first paramount colorscheme
cunderw/nvim                                 12     0           2023-06-27T03:27:40Z
4e554c4c/darkman.nvim                        12     2           2023-02-16T02:28:22Z         A neovim plugin for interfacing with the freedesktop dark mode standard
niuiic/translate.nvim                        12     0           2023-07-13T09:59:43Z         Highly configurable translation plugin for neovim.                                                                                                                                                                                 
tenxsoydev/tabs-vs-spaces.nvim               12     3           2023-04-10T11:17:24Z         Hint and fix deviating indentation.                                                                                                                                                                                                
idanarye/nvim-moonicipal                     11     1           2023-02-09T13:04:08Z         Task runner with focus on rapidly changing personal tasks
niuiic/part-edit.nvim                        10     0           2023-02-02T06:44:05Z         Edit a part of a file individually
shohi/neva                                   10     1           2022-07-03T01:34:57Z         a neovim version manager
LucasTavaresA/simpleIndentGuides.nvim        9      0           2023-01-10T02:41:49Z         Indentation guides using the builtin variables.                                                                                                                                                                                    
jceb/blinds.nvim                             8      1           2022-09-21T14:12:48Z         blinds.nvim emphasizes the current window by shading the non-active windows
niuiic/divider.nvim                          8      0           2023-07-12T14:38:09Z         Divider line for neovim
zootedb0t/citruszest.nvim                    8      0           2023-07-13T05:51:41Z         A vibrant and refreshing neovim colorscheme inspired by citrus fruits.                                                                                                                                                             
RutaTang/spectacle.nvim                      8      1           2023-06-13T04:08:20Z         Easily manage multiple sessions with telescope integration.                                                                                                                                                                        
idanarye/nvim-buffls                         7      0           2023-04-09T09:06:09Z         Add LSP functionality to specific Neovim buffers
aPeoplesCalendar/apc.nvim                    7      2           2023-03-21T06:44:54Z         Plugin providing "A People's Calendar" for Neovim, written in lua.                                                                                                                                                                 
niuiic/multiple-session.nvim                 6      0           2023-06-02T01:07:31Z         Session manager for neovim
jinzhongjia/PS_manager.nvim                  6      0           2023-01-27T06:46:13Z         Multi-project management, switch pwd automatically.                                                                                                                                                                                
